id,com_type,sentence,year,label,orig_index
573,mm,"Moreover, survey data on labor market attitudes of both consumers and businesses had not signaled a significant deterioration in employment prospects.",2011,2,543
574,mm,"Moreover, the absence of significant growth in employment, should it persist, could at some point have significant adverse repercussions on consumer spending.",2011,0,544
575,mm,"Moreover, the expected strength in aggregate demand would curb the extent of disinflation over time.",2002,2,545
576,mm,"Moreover, the outlook for foreign economic activity also appeared a bit weaker.",2002,2,546
577,mm,"Moreover, the recent relatively low monthly readings on core inflation and modest wage pressures, at least by some measures, suggested that some slack remained in resource utilization.",2002,0,547
578,mm,"Moreover, the staff still judged that the risks to the forecast for real GDP growth were tilted to the downside, with a corresponding skew to the upside for the unemployment rate.",2002,0,548
579,mm,"Mortgage credit conditions generally remained tight over the intermeeting period, though signs of easing continued to emerge amid further gains in house prices.",2002,2,549
580,mm,"Most Committee members, while acknowledging the deficiencies of structural models, viewed them as useful in their efforts to understand how the inflation process was changing and also as input to inflation forecasts.",2021,2,550
581,mm,"Most believed that downside risks to economic growth had diminished somewhat since the April meeting, but were still significant.",2021,0,551
582,mm,Most major indexes of equity prices moved up sharply on the bullish economic reports.,2021,1,552
583,mm,Most other interest rates in short-term markets were little changed over the period.,2021,2,553
584,mm,Most other market interest rates declined further on balance over the period in an atmosphere of greater volatility in financial markets.,2021,0,554
585,mm,Most participants continued to see the risks to inflation as balanced.,2007,2,555
586,mm,Most participants continued to think that the cyclical pressures associated with a tightening labor market were likely to show through to higher inflation over the medium term.,2007,1,556
587,mm,"Most participants expected that, following the slowdown in the first quarter, real economic activity would resume expansion at a moderate pace, and that labor market conditions would improve further.",2007,2,557
588,mm,"Most participants remarked that the standard of ""substantial further progress"" had been met with regard to the Committee's price-stability goal or that it was likely to be met soon.",2007,1,558
589,mm,"Most participants remarked that the standard of ""substantial further progress"" had been met with regard to the Committee's price-stability goal or that it was likely to be met soon.",2007,1,559
590,mm,"Most projected somewhat slower growth through next year, and a smaller reduction in unemployment, than they had projected in April.",2005,0,560
591,mm,Most survey-based measures of longer-term inflation expectations had been little changed in recent months.,2005,2,561
592,mm,Mr. Broaddus dissented because he continued to believe that a modest tightening of policy would be prudent in light of the apparent persisting strength in aggregate demand for goods and services.,2005,1,562
593,mm,"Mr. Kocherlakota dissented because, in his view, the new forward guidance in the fifth paragraph of the statement would weaken the credibility of the Committee's commitment to its inflation goal by failing to communicate purposeful steps to more rapidly increase inflation to the 2 percent target and by suggesting that the Committee views inflation persistently below 2 percent as an acceptable outcome.",2005,0,563
594,mm,"Mr. Plosser noted that the Committee could not afford to wait until there was clear evidence that inflation expectations were no longer anchored, as by then it would be too late to prevent a further increase in inflation pressures.",2005,1,564
595,mm,"Much of the current spending for equipment and software reportedly represented replacement demand largely associated with the short useful lives of various types of equipment, and there appeared to be little spending that would entail capital deepening.",2006,2,565
596,mm,"Near-term risks to the economic outlook appear roughly balanced, but the Committee is monitoring inflation developments closely.",2006,2,566
597,mm,"Nearly all measures of total and core prices had decelerated over the past year, and in the context of forecasts implying a continued sizable gap between actual and potential output, the risk that inflationary pressures would intensify significantly over coming quarters appeared to be quite limited",2006,-,567
598,mm,"indeed, inflation might edge a bit lower in the early stages of the expansion.",2006,-,567
599,mm,"Nevertheless, a number of participants cited notable declines in survey measures of consumer confidence since the onset of financial turbulence in mid-summer, along with sharply higher oil prices, declines in house prices, and tighter underwriting standards for home equity loans and some types of consumer loans, as factors likely to restrain consumer spending going forward.",2006,0,568
600,mm,"Nevertheless, most participants agreed that, although the level of inventories of unsold homes that homebuilders desired was uncertain, the correction of the housing sector was likely to continue to weigh heavily on economic activity through most of this year--somewhat longer than previously expected.",2006,2,569
601,mm,"Nevertheless, most participants agreed that, although the level of inventories of unsold homes that homebuilders desired was uncertain, the correction of the housing sector was likely to continue to weigh heavily on economic activity through most of this year--somewhat longer than previously expected.",2014,2,570
602,mm,"Nevertheless, the staff continued to forecast that real GDP growth would pick up only gradually in 2012 and 2013, supported by accommodative monetary policy, easing credit conditions, and improvements in consumer and business sentiment.",2014,0,571
603,mm,"Nonetheless, all but one of the members believed that in light of the uncertainties about the economic outlook, an immediate policy tightening was not needed in the absence of firmer indications that inflationary pressures might be emerging.",2014,1,572
604,mm,"Nonetheless, considerable uncertainty surrounded expectations of rising inflation.",2014,2,573
605,mm,"Nonetheless, given a recovery in U. S. domestic demand approximating their current forecasts, growth in imports likely would exceed that of exports by a wide margin over the forecast horizon.",2014,1,574
606,mm,"Nonetheless, many participants expressed concern that ongoing developments in the housing market could have a more pronounced impact on consumer and other spending, especially if house prices declined significantly.",2019,0,575
607,mm,"Nonetheless, on balance, most members currently considered the upside risks to inflation to be a bit less pressing than those on the downside for the next few quarters.",2019,0,576
608,mm,"Nonetheless, participants generally saw the unemployment rate as still elevated and were not yet confident that the recent progress toward the Committee's employment objective would be sustained.",2019,0,577
609,mm,"Nonetheless, participants noted a risk that the drop-back in inflation could be slower or more limited than the Committee would find desirable since resource utilization was currently tight and the pickup in price increases had been broadly based rather than being limited to a few specific sectors that could be linked to energy costs.",2019,1,578
610,mm,"Nonetheless, participants viewed the housing situation and its potential further effect on employment, income, and wealth as one of the major sources of downside risk to the economic outlook.",2019,0,579
611,mm,"Nonetheless, the Committee judged that some inflation risks remained.",2021,1,580
612,mm,"Nonetheless, the Committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability. """,2021,2,581
613,mm,"Nonetheless, the members also noted that the rise in compensation increases had been damped and that there continued to be few indications of accelerating price inflation in the statistical and anecdotal information available at this time",2021,-,582
614,mm,such developments underlined persisting uncertainties about behavior in labor markets and the level and growth of the economy's sustainable potential.,2021,-,582
615,mm,"Nonetheless, the potential for significant further weakening in housing activity and home prices represented a downside risk to the economic outlook.",2021,0,583
616,mm,"Nonetheless, the reported rise in employment of temporary workers in recent months could presage a broader increase in job growth and thus was a welcome development.",2021,1,584
617,mm,"Nonetheless, the risks to the forecast for real GDP growth were viewed as tilted a little to the downside, especially because the economy was not well positioned to withstand adverse shocks while the target for the federal funds rate was at its effective lower bound.",1996,0,585
618,mm,"Nonetheless, those restraining influences were expected to abate over time and economic activity strengthen gradually.",1996,2,586
619,mm,"Nonetheless, with fiscal policy assumed to be tighter next year than this year, the staff anticipated that real GDP growth would not materially exceed increases in potential output in 2013.",1996,2,587
620,mm,"Nonetheless, with rising productivity and moderate wage gains likely continuing to help hold down unit labor costs, the outlook for subdued inflation remained promising, especially for the nearer term.",1996,0,588
621,mm,"Nonetheless, with the unemployment rate anticipated to increase somewhat during the remainder of 2009 and to decline only gradually in 2010, the staff still expected core PCE inflation to slow substantially over the forecast period; the very low readings on hourly compensation lately suggested that such a process might already be in train.",1996,0,589
622,mm,Nonfarm payroll employment continued to expand through July and the civilian unemployment rate was unchanged at 4.,2010,1,590
623,mm,"Nonfarm payroll employment increased sharply further in January and February, and the civilian unemployment rate, at 4.",2010,1,591
624,mm,Nonfarm payroll employment rose substantially further in October.,2010,1,592
625,mm,they noted that inflation had been persistently below 2 percent during the current economic expansion and that core inflation on a 12-month basis was little changed in recent months at a level below 2 percent.,2010,-,593
626,mm,"Notwithstanding these developments, some participants cautioned that progress toward the Committee's inflation objective should not be overstated",2010,-,593
627,mm,"On a 12-month basis, both overall inflation and core inflation, which excludes changes in food and energy prices, had remained near 2 percent.",2010,2,594
628,mm,"On balance over the intermeeting period, interest rates on private instruments registered small mixed changes while yields on longer-term Treasury securities declined significantly.",2005,0,595
629,mm,"On balance, core consumer price inflation was projected to remain subdued and quite possibly edge lower.",2005,0,596
630,mm,"On balance, however, the members generally believed that prospective trends in overall economic activity and the persistence of strong competitive pressures in most markets, including the effects of foreign competition, were likely in the context of now firmly embedded expectations of low inflation to moderate any tendency for price inflation to accelerate over the year ahead.",2005,2,597
631,mm,"On balance, in light of the uncertainties in the outlook and given that a variety of special factors would continue to contain inflation for a time, the Committee could await further developments bearing on the strength of inflationary pressures without incurring a significant risk that disruptive policy actions would be needed later in response to an upturn in inflation and inflation expectations.",2005,2,598
632,mm,"On balance, most participants still expected inflation to moderate later this year and in 2009.",2005,2,599
633,mm,"On balance, while the business investment outlook seemed vulnerable to somewhat greater than projected weakness in the short run, the members were persuaded that, against the background of large continuing gains in structural productivity and cost savings from further investment in equipment and software, business firms were likely to accelerate their spending for new capital after a period of adjustment.",2001,2,600
634,mm,"On the foreign trade side of the economy, an anticipated firming of economic conditions abroad would provide impetus to real net exports, At the same time, however, imports were expected to rise appreciably in response to the expansion of domestic economic activity and the appreciation of the dollar, and on balance the external sector probably would not be boosting real GDP.",2001,0,601
635,mm,"On the more positive side, there were no signs that the pace of productivity gains was currently leveling out and no evidence of rising longer-term inflation expectations.",2001,2,602
636,mm,"On the one hand, an inverted yield curve could indicate an increased risk of recession; on the other hand, the low level of term premiums in recent years--reflecting, in part, central bank asset purchases--could temper the reliability of the slope of the yield curve as an indicator of future economic activity.",2001,0,603
637,mm,"On the other hand, if recent productivity gains were to be sustained, as some business contacts indicated they would be, potential output currently could be higher than standard measures suggested, and the high level of the unemployment rate could be a more accurate indication of slack in resource utilization than usual measures of the output gap.",2001,0,604
638,mm,"On the other hand, including a reference risked the possibility of suggesting greater concern on the part of the Committee than was actually the case, perhaps leading to the misimpression that monetary policy was likely to respond to increases in volatility.",1998,2,605
639,mm,"On the positive side, weakness in world demand for oil was fostering a significant downtrend in energy prices, albeit with adverse effects on energy producers in this country and abroad.",1998,0,606
640,mm,"On the upside, bottlenecks, supply disruptions, and historically high rates of resource utilization were seen as potential sources of greater-than-expected inflationary pressures, particularly if there were a significant rise in inflation expectations that altered inflation dynamics.",1998,1,607
641,mm,"On the upside, recent fiscal policy changes could lead to a greater expansion in economic activity over the next few years than the staff projected.",1998,1,608
642,mm,"Once such expectations became imbedded in the economy, even stronger policy actions would be required in order to reestablish a downward trend of inflation.",1998,1,609
643,mm,One member anticipated little if any effect on economic growth and unemployment and did not agree that the outlook for economic activity and inflation called for further policy accommodation.,1999,2,610
644,mm,One member was persuaded that policy had already become so expansionary that further easing ran an unacceptable risk of exacerbating inflation over time.,1999,1,611
645,mm,"One participant remarked that, with inflation having run consistently below 2 percent in recent years and market-based measures of inflation compensation still low, postponing an increase in the target range for the federal funds rate would help push inflation expectations up to levels consistent with the Committee's objective.",1999,0,612
646,mm,"One participant suggested that excess liquidity might be leading to speculation in commodity markets, possibly putting upward pressure on prices.",1999,1,613
647,mm,another indicated that the Committee could provide guidance stating that it would not raise its target for the federal funds rate if the inflation rate was expected to run below a given level at a specific horizon.,1999,-,614
648,mm,"One participant suggested that the Committee could announce an additional, lower set of thresholds for inflation and unemployment",1999,-,614
649,mm,One participant suggested that the economic projections would be more understandable if they were based on a common interest rate path.,2019,2,615
650,mm,"One participant, however, objected that purchases of MBS, when compared to purchases of longer-term Treasury securities, would likely result in higher interest rates for many borrowers in other sectors.",2019,1,616
651,mm,"Others indicated that because part of the recent decline in the jobless rate was associated with a reduction in labor force participation, the drop in the unemployment rate likely overstated the overall improvement in the labor market.",2019,0,617
652,mm,Output was forecast to expand at a rate a little above the staff's estimate of its potential rate of growth in 2019 through 2021 and then to slow to a pace slightly below potential output growth in 2022.,2019,2,618
653,mm,"Over the intermeeting period, yields on short- and intermediate-term nominal Treasury securities fell, while yields on inflation-indexed Treasury securities of comparable maturity increased somewhat, pushing inflation compensation considerably lower at those horizons.",2019,0,619
654,mm,"Over the medium term, participants expected strong growth in employment, driven by continued progress on vaccinations and an associated rebound of economic activity and of consumer and business confidence, as well as accommodative fiscal and monetary policy.",2012,0,620
655,mm,"Over the same period, demand for auto loans reportedly strengthened further at many banks.",2012,0,621
656,mm,Overall consumer prices increased in July and August at about the second-quarter rate.,2012,1,622
657,mm,"Overall employment gains were relatively well maintained, and labor markets were still tight though showing signs of softening.",2012,2,623
658,mm,"Overall inflation was projected to remain subdued, with the staff's forecasts for headline and core inflation little changed from the previous projection.",2012,0,624
659,mm,Participants agreed that the labor market had remained strong over the intermeeting period and that economic activity had risen at a moderate rate.,2004,2,625
660,mm,"Participants agreed that the longer-run normal federal funds rate was likely lower than in the past, in part because of secular forces that had put downward pressure on real interest rates.",2004,0,626
661,mm,"Participants agreed that the path of the economy would depend significantly on the course of the virus and that the ongoing public health crisis would continue to weigh on economic activity, employment, and inflation in the near term.",2004,0,627
662,mm,"Participants agreed to continue to explore ways to increase transparency and clarity in the Committee's policy communications, and they indicated a willingness to look into modifications to the SEP. At the end of the discussion, the Chairman asked the subcommittee on communications to explore potential approaches to providing more information about the Committee's collective judgment regarding the economic outlook and appropriate monetary policy through the SEP.",2004,2,628
663,mm,Participants also generally agreed that the recent data had not led them to significantly change their outlooks for the most likely rates of economic growth and inflation in coming quarters.,2004,2,629
664,mm,"Participants also noted that unemployment insurance claims continued to run at a historically elevated level, but the proportion of laid-off workers who expected to be recalled was unusually large.",2003,0,630
665,mm,"Participants also observed that crude oil prices fell over the intermeeting period and other commodity prices also moderated, developments that were likely to damp headline inflation at the consumer level going forward.",2003,0,631
666,mm,Participants anticipated that inflation would continue to gradually rise as resource utilization tightened further and as wage pressures became more apparent,2003,-,632
667,mm,several expected that declines in the foreign exchange value of the dollar in recent months would also likely help return inflation to 2 percent over the medium term.,2003,-,632
668,mm,Participants commented on the continued improvement in labor market conditions in recent months driven by strong demand for workers.,2003,2,633
669,mm,Participants commented that an increase in inflation from recent rates could have especially adverse effects on longer-run economic performance.,2003,1,634
670,mm,Participants commented that demand for labor continued to outstrip available supply across many parts of the economy and that their business contacts continued to report difficulties in hiring and retaining workers.,1998,2,635
671,mm,"Participants continued to expect that, as the effects of transitory factors waned and labor market conditions strengthened further, inflation would stabilize around the Committee's 2 percent objective over the medium term.",1998,2,636
672,mm,"Participants discussed several risks that, if realized, could necessitate a steeper path of increases in the target range; these risks included the possibility that inflation pressures could build unduly if output expanded well beyond its maximum sustainable level, perhaps owing to fiscal stimulus or accommodative financial market conditions.",1998,1,637
673,mm,"Participants discussed the open market operations that the Federal Reserve had undertaken since September to implement monetary policy, as well as forthcoming operational measures.",1998,2,638
674,mm,"Participants discussed their assessments of risks to financial stability, particularly in light of the Committee's highly accommodative stance of monetary policy.",1998,0,639
675,mm,Participants expected economic activity to contract sharply in the fourth quarter of 2008 and in early 2009.,2008,0,640
676,mm,Participants expected that fiscal policy would continue to be a drag on economic growth over coming quarters.,2008,0,641
677,mm,"Participants expected that productivity growth would pick up as firms slowed hiring to a pace more in line with output growth but acknowledged that the improvement might be limited, particularly if business investment spending were to remain soft.",2008,2,642
678,mm,"Participants expected that, with further gradual increases in the federal funds rate, economic activity would expand at a solid rate during the remainder of this year and a moderate pace in the medium term, and that labor market conditions would remain strong.",2008,1,643
679,mm,"Participants generally agreed that the drag on U. S. economic activity from the appreciation of the dollar since the summer of 2014 and the slowdown in foreign economic growth, particularly in emerging market economies, was likely to continue to depress U. S. net exports for some time.",2008,0,644
680,mm,Participants generally expected that household demand would gradually strengthen over coming quarters in response to the rise in household wealth from the substantial increase in equity prices that had occurred over the intermeeting period as well as the support for income provided by fiscal policy.,2011,1,645
681,mm,"Participants generally expected that, over the medium term, real economic activity would increase at a pace sufficient to lead to a further gradual decline in the unemployment rate toward levels consistent with the Committee's objective of maximum employment.",2011,1,646
682,mm,Participants generally interpreted the information that became available during the intermeeting period as suggesting that economic growth would most likely remain moderate over coming quarters and then pick up very gradually.,2011,2,647
683,mm,"Participants judged that an appropriate firming of the stance of monetary policy, along with an eventual waning of supply–demand imbalances, would help to keep longer-term inflation expectations anchored and bring inflation down over time to levels consistent with the Committee's 2 percent longer-run goal.",2011,1,648
684,mm,Participants judged that it would be appropriate to move the stance of monetary policy toward a neutral posture expeditiously.,2011,2,649
685,mm,"Participants marked up their inflation projections, as they assessed that supply constraints in product and labor markets were larger and likely to be longer lasting than previously anticipated.",2011,1,650
686,mm,"Participants marked up their inflation projections, as they assessed that supply constraints in product and labor markets were larger and likely to be longer lasting than previously anticipated.",2011,1,651
687,mm,"Participants noted that the improved performance of investment suggested that the expansion was becoming more balanced, with strengthening business spending potentially offsetting some moderation in the growth of household spending from the elevated rates of recent years.",2011,2,652
688,mm,"Participants noted that the timing of the resumption of growth in the U. S. economy depended on the containment measures put in place, as well as the success of those measures, and on the responses of other policies, including fiscal policy.",2011,2,653
689,mm,Participants noted the considerable uncertainty surrounding estimates of the output and unemployment gaps and the extent of their effects on prices.,2011,2,654
690,mm,Participants observed that both overall inflation and inflation for items other than food and energy remained near 2 percent on a 12-month basis.,1997,2,655
691,mm,Participants pointed to potential interactions between financial stresses and the housing market contraction as the primary source of continuing downside risks to growth.,1997,0,656
692,mm,"Participants thought that consumer expenditures likely would expand at a moderate pace in coming quarters, supported by solid gains in employment and real income.",1997,1,657
693,mm,"Participants' Views and Committee Policy ActionIn conjunction with this FOMC meeting, all meeting participants--the five members of the Board of Governors and the presidents of the 12 Federal Reserve Banks--provided projections for economic growth, the unemployment rate, and consumer price inflation for each year from 2009 through 2011 and over a longer horizon.",1997,2,658
694,mm,"Participants' Views on Current Conditions and the Economic Outlook In conjunction with this FOMC meeting, all meeting participants--the five members of the Board of Governors and the presidents of the 12 Federal Reserve Banks--provided projections of output growth, the unemployment rate, and inflation for each year from 2011 through 2013 and over the longer run.",1997,2,659
695,mm,"Participants' Views on Current Conditions and the Economic Outlook In conjunction with this FOMC meeting, meeting participants--the 7 members of the Board of Governors and the presidents of the 12 Federal Reserve Banks, all of whom participate in the deliberations of the FOMC--submitted their assessments of real output growth, the unemployment rate, inflation, and the target federal funds rate for each year from 2013 through 2015 and over the longer run, under each participant's judgment of appropriate monetary policy.",2012,2,660
696,mm,"Participants' Views on Current Conditions and the Economic Outlook In conjunction with this FOMC meeting, members of the Board of Governors and Federal Reserve Bank presidents submitted their projections of the most likely outcomes for real GDP growth, the unemployment rate, inflation, and the federal funds rate for each year from 2015 through 2018 and over the longer run, conditional on each participant's judgment of appropriate monetary policy.",2012,2,661
697,mm,"Participants' Views on Current Conditions and the Economic Outlook In conjunction with this FOMC meeting, members of the Board of Governors and participating Federal Reserve Bank presidents submitted their projections of the most likely outcomes for real GDP growth, the unemployment rate, inflation, and the federal funds rate for each year from 2015 through 2017 and over the longer run, conditional on each participant's judgment of appropriate monetary policy.",2012,2,662
698,mm,"Participants' Views on Current Conditions and the Economic Outlook In conjunction with this FOMC meeting, participants submitted their projections of the most likely outcomes for real GDP growth, the unemployment rate, and inflation for each year from 2022 through 2024 and over the longer run based on their individual assessments of appropriate monetary policy, including the path of the federal funds rate.",2012,2,663
699,mm,"Participants' Views on Current Conditions and the Economic Outlook In their discussion of the economic situation and the outlook, meeting participants saw the information received over the intermeeting period as suggesting that labor market conditions had improved further in late 2015 even as economic growth slowed.",2012,2,664
700,mm,"Participants' Views on Current Economic Conditions and the Economic Outlook In conjunction with this FOMC meeting, participants submitted their projections of the most likely outcomes for real GDP growth, the unemployment rate, and inflation for each year from 2021 through 2024 and over the longer run based on their individual assessments of appropriate monetary policy, including the path of the federal funds rate.",1999,2,665
701,mm,"Participants' Views on Current Economic Conditions and the Economic Outlook In conjunction with this FOMC meeting, participants submitted their projections of the most likely outcomes for real GDP growth, the unemployment rate, and inflation for each year from 2021 through 2024 and over the longer run based on their individual assessments of appropriate monetary policy, including the path of the federal funds rate.",1999,2,666
702,mm,"Participants' assessments of the economic outlook were little changed, with the intermeeting information generally seen as suggesting that economic growth would remain moderate over coming quarters and then pick up gradually.",1999,2,667
703,mm,Participants' concerns about inflation prospects generally had increased over the intermeeting period.,1999,1,668
704,mm,Participants' forecasts for economic growth for 2012 and 2013 were largely unchanged from their January projections and continued to indicate expectations that the recovery will strengthen somewhat over time.,1999,2,669
705,mm,"Particularly in light of persistent low readings on inflation and from indicators of inflation expectations along with the risks to the U. S. outlook associated with global economic developments, he noted that a policy rate reduction at the current meeting would help re-center inflation and inflation expectations at levels consistent with the Committee's symmetric 2 percent inflation objective and simultaneously provide some insurance against unexpected developments that could slow U. S. economic growth.",2001,0,670
706,mm,"Partly because of high demand for Treasury securities, the overnight repo rate for Treasury general collateral was near zero for much of the period, and failures to deliver Treasury securities reached record highs.",2001,0,671
707,mm,Persistently strong demand and increasingly supportive conditions in debt and equity markets suggested the possibility of rising inflation pressures.,2001,1,672
708,mm,"Potentially, waiting could require more disruptive policy tightening actions later and could risk the credibility of the System's anti-inflation policy.",2001,1,673
709,mm,President George dissented because she believed that an unchanged setting of policy was appropriate based on the incoming data and the outlook for economic activity over the medium term.,2001,2,674
710,mm,inflation was projected to pick up gradually in association with a partial reversal of the decline in energy prices this year.,1996,-,675
711,mm,"Pressures on labor resources were likely to ease somewhat as the expansion of economic activity slowed,",1996,-,675
712,mm,Pressures on resources would rise as the anticipated upturn and possible above-trend growth brought the economy closer to full capacity utilization.,1996,1,676
713,mm,"Price inflation had picked up a little but, abstracting from energy, had remained relatively subdued.",1996,2,677
714,mm,"Private investors would have to hold more longer-term securities as the Federal Reserve's holdings ran off, making longer-term interest rates somewhat higher than they would be otherwise.",1996,1,678
715,mm,Private nonfarm payroll employment increased appreciably on balance over September and October.,1996,1,679
716,mm,"Projections of the rate of inflation, as measured by the consumer price index, had a central tendency of 1-3/4 to 2-1/4 percent, on the high side of the outcome for 1997 when the rise in the index was held down by damped increases in food prices and declines in energy prices.",2005,2,680
717,mm,"Prominent among these risks were a possible intensification of strains in the euro zone, with potential spillovers to U. S. financial markets and institutions and thus to the broader U. S. economy; a larger-than-expected U. S. fiscal tightening; and the possibility of a further slowdown in global economic growth.",2005,0,681
718,mm,"Pursuant to the Committee's instructions in March, the staff had activated its study of the possible employment of mortgage-backed securities guaranteed by the Government National Mortgage Association (Ginnie Maes) in outright System open market operations.",2005,2,682
719,mm,Rapid increases in healthcare and other insurance costs and the lagged passthrough of large increases in oil prices would tend to maintain upward pressure on prices.,2005,1,683
720,mm,"Rather, members agreed that inflation was likely to moderate in coming quarters,",2005,-,684
721,mm,they also concurred that it would be necessary to continue to monitor inflation developments carefully.,2005,-,684
722,mm,Readings on consumer price inflation had picked up somewhat mainly because of increases in oil and gasoline prices earlier in the year.,2008,1,685
723,mm,Real GDP growth was expected to step down in 2022 and 2023,2008,-,686
724,mm,"still outpace that of potential over this period, leading to a decline in the unemployment rate to historically low levels, as monetary policy was assumed to remain highly accommodative.",2008,-,686
725,mm,"Real GDP was forecast to decline and the unemployment rate to rise, on net, in the first half of this year.",2008,0,687
726,mm,Real outlays for office and computing equipment continued to grow rapidly as prices of personal computers and networking equipment remained on a steep downtrend.,2008,2,688
727,mm,"Real residential investment appeared to have declined again in the fourth quarter, likely reflecting in part decreases in the affordability of housing arising from both the net increase in mortgage interest rates over the past year and ongoing, though somewhat slower, house price appreciation.",2008,1,689
728,mm,"Real yields increased more than their nominal counterparts, while inflation compensation implied by Treasury Inflation-Protected Securities declined.",2008,2,690
729,mm,"as before, core inflation was projected to be quite subdued at rates below last year's pace.",2008,-,691
730,mm,Recent data on consumer prices and unit labor costs led the staff to revise down slightly its projection for core PCE price inflation for 2010 and 2011,2008,-,691
731,mm,Recent data on core consumer prices led the staff to mark down slightly its forecast for core PCE inflation.,2008,0,692
732,mm,Recent data pointed to little change in underlying inflation trends.,2008,2,693
733,mm,"Recent data suggested that growth of household spending had moderated from its strong fourth-quarter pace, while business fixed investment continued to grow strongly.",2008,2,694
734,mm,"Recent data suggested that growth of household spending had picked up, while business fixed investment had continued to grow strongly.",2007,1,695
735,mm,"Recent data, supported by anecdotal reports from several though not all parts of the country, suggested that residential building activity was slowing somewhat, apparently in lagged response to earlier increases in mortgage interest rates.",2007,1,696
736,mm,"Recent declines in payroll employment and industrial production, while still sizable, were smaller than those registered earlier in 2009.",2007,0,697
737,mm,"Recent increases in house prices and equity prices were positives,",2007,-,698
738,mm,participants generally expected no more than moderate growth in consumer spending over the near term.,2007,-,698
739,mm,"Regarding the economic outlook, most participants agreed that economic growth was likely to remain moderate over coming quarters and then pick up gradually.",2007,2,699
740,mm,"Reinforcing this outlook was recent evidence of somewhat faster than anticipated productivity growth, the prospect that world economic conditions would hold down energy prices, and a sharp drop in near-term inflation expectations of households as reported in recent surveys.",2012,0,700
741,mm,"Reports from several Districts suggested that firms had greater scope than in the recent past to raise prices in response to strong demand or increases in input costs, including those associated with tariff increases and recent rises in fuel and freight expenses.",2012,1,701
742,mm,Reserve market conditions associated with this directive had been expected to be consistent with some moderation in the growth of M2 and M3 over coming months.,2012,2,702
743,mm,"Residential MBS yields and residential mortgage interest rates declined, on net, over the intermeeting period to historically low levels, but their spreads to yields on long-term Treasury securities increased.",2012,2,703
744,mm,"Residential construction activity remained at a high level, evidently supported in part by recent declines in mortgage interest rates.",2012,0,704
745,mm,"Retail energy prices were likely to retrace at least a portion of the post-hurricane increase, and consumer confidence should rebound.",2010,2,705
746,mm,Risk sentiment abroad fluctuated over the intermeeting period as market participants weighed increasing coronavirus cases in a number of countries against improving economic data releases and ongoing fiscal and monetary policy support.,2010,2,706
747,mm,Risks to the inflation projection also were seen as balanced.,2010,2,707
748,mm,Risks to the inflation projection also were seen as balanced.,2010,2,708
749,mm,Risks to the inflation projection also were seen as balanced.,2010,2,709
750,mm,Risks to the inflation projection also were seen as balanced.,2018,2,710
751,mm,Risks to the inflation projection also were seen as balanced.,2018,2,711
752,mm,Setting the interest rate paid on required and excess reserve balances 15 basis points below the top of the target range for the federal funds rate was intended to foster trading in the federal funds market at rates well within the FOMC's target range.,2018,2,712
753,mm,"Several commented that an asymmetric directive did not imply a commitment to tighten monetary policy at some point, whether during the intermeeting period or at a future meeting, but it did imply the need for special vigilance.",2018,1,713
754,mm,Several members noted the benefits of accumulating further information that could help clarify the contours of the outlook for economic activity and inflation as well as the need for further policy action.,2018,2,714
755,mm,Several members reiterated that business spending was the critical factor that would govern to a substantial degree the timing and extent of the acceleration in overall economic activity.,2010,2,715
756,mm,"Several mentioned that the revisions to the NIPA pointed to a modest downward adjustment in projected growth of actual and potential GDP,",2010,-,716
757,mm,thought that potential output growth was likely to be a bit higher than forecast by the staff.,2010,-,716
758,mm,"Several other participants, however, noted that increases in excess reserves or the monetary base, by themselves, might not have a significant stimulative effect on the economy or prices because the normal bank intermediation mechanism appeared to be impaired, and banks may not be willing to lend their excess reserves.",2010,2,717
759,mm,Several participants commented that the factors that had contributed to low inflation during the previous expansion could again exert more downward pressure on inflation than expected.,2010,0,718
760,mm,"Several participants discussed the possible complications that additional purchases could cause for the eventual withdrawal of policy accommodation, a few mentioned the prospect of inflationary risks, and some noted that further asset purchases could foster market behavior that could undermine financial stability.",2010,1,719
761,mm,"Several participants expressed the view that a decision regarding the long-run composition of the portfolio would not need to be made for some time, and a couple of participants highlighted the importance of making such a decision in the context of the ongoing review of the Federal Reserve's monetary policy strategies, tools, and communications practices.",2017,2,720
762,mm,"Several participants noted ongoing challenges in the agricultural sector, including those associated with increased trade uncertainty, weak export demand, and the effects of wet weather and severe flooding.",2017,2,721
763,mm,"Several participants noted that the unseasonably warm weather of recent months added one more element of uncertainty to the interpretation of incoming data, and that this factor might account for a portion of the recent improvement in indicators of employment and housing.",2017,2,722
764,mm,Several participants noted the increase in agricultural crop prices over 2020 and the associated improvement in farm revenues.,2017,2,723
765,mm,"Several participants observed that the trimmed mean measure of PCE price inflation constructed by the Federal Reserve Bank of Dallas had stayed near 2 percent recently, underscoring the view that the recent low readings on inflation will prove transitory.",2017,2,724
766,mm,"Several participants raised concerns regarding the longer-run effects of the pandemic, including how it could lead to a restructuring in some sectors of the economy that could slow employment growth or could accelerate technological disruption that was likely limiting the pricing power of firms.",2014,0,725
767,mm,these participants noted the risk that such cautious attitudes toward hiring could slow the pace at which the unemployment rate normalized.,2014,-,726
