id,date,sentence,sentence_length,growth_sentiment,employment_sentiment,inflation_sentiment,prediction_finbert,sentiment_score_finbert,sentiment_vader_logit,sentiment_vader_logit_score,sentiment_vader_compound,sentiment_vader_compound_score,growth_sentiment_gpt4,employment_sentiment_gpt4,inflation_sentiment_gpt4
12758.0,2021-04-07,Conduct repurchase agreement operations to support effective policy implementation and the smooth functioning of short-term U.S. dollar funding markets.,19,No majority found,neutral,neutral,neutral,0.2033,positive,0.6985073366421095,positive,0.8402,neutral,neutral,positive
12759.0,2021-05-19,"The labor force participation rate and employment-to-population ratio increased in March, though both measures remained below their pre-pandemic levels.",19,neutral,No majority found,neutral,positive,0.7318,positive,0.5788855158293956,positive,0.3182,neutral,neutral,neutral
12760.0,2021-05-19,Conduct repurchase agreement operations to support effective policy implementation and the smooth functioning of short-term U.S. dollar funding markets.,19,No majority found,neutral,neutral,neutral,0.2033,positive,0.6985073366421095,positive,0.8402,neutral,neutral,positive
12761.0,2021-07-07,"The staff's near-term outlook for inflation was revised up markedly, but the staff continued to expect the rise in inflation this year to be transitory.",25,neutral,neutral,negative,positive,0.7595,neutral,0.5,neutral,0.0,neutral,neutral,positive
12762.0,2021-07-07,Conduct repurchase agreement operations to support effective policy implementation and the smooth functioning of short-term U.S. dollar funding markets.,19,No majority found,neutral,neutral,neutral,0.2033,positive,0.6985073366421095,positive,0.8402,neutral,neutral,positive
12763.0,2021-08-18,"The monthly pace of job gains had picked up, with employment expanding 850,000 in June and with notable increases in the leisure and hospitality sector.",25,neutral,positive,neutral,positive,0.925,positive,0.6879601476961928,positive,0.7906,positive,neutral,neutral
12764.0,2021-10-13,"Although real PCE declined in July, the components of retail sales used to estimate PCE rose strongly in August, returning to levels seen in the spring.",26,positive,neutral,neutral,positive,0.8886,positive,0.5678783310011088,positive,0.2732,positive,neutral,neutral
12765.0,2021-10-13,"On balance, major foreign equity indexes were mixed, the broad dollar appreciated a touch, and sovereign yields in most major AFEs increased moderately.",23,neutral,neutral,neutral,positive,0.8482,positive,0.6484880799484042,positive,0.6124,neutral,neutral,positive
12766.0,2021-10-13,"As a result, the 12-month change in PCE prices was projected to hold roughly steady over the remainder of 2021 and to end the year well above 2 percent.",29,neutral,neutral,negative,positive,0.7862,neutral,0.5,neutral,0.0,neutral,neutral,positive
12767.0,2021-10-13,Various participants stressed that economic conditions were likely to justify keeping the rate at or near its lower bound over the next couple of years.,25,neutral,neutral,positive,negative,-0.335,negative,0.3544809763120005,negative,-0.5994,neutral,neutral,neutral
12768.0,2021-11-24,"Issuance of commercial mortgage-backed securities (CMBS) remained robust, supported by spreads of agency CMBS generally at or below pre-pandemic levels.",20,positive,neutral,neutral,positive,0.9226,positive,0.6808976275230328,positive,0.7579,positive,neutral,neutral
12769.0,2022-01-05,Many participants judged that the appropriate pace of balance sheet runoff would likely be faster than it was during the previous normalization episode.,23,neutral,neutral,neutral,negative,-0.286,neutral,0.5,neutral,0.0,positive,neutral,neutral
12770.0,2022-02-16,"The Subcommittee, in consultation with the Committee, may provide additional instructions to the Selected Bank regarding holdings of foreign currencies.",20,neutral,neutral,neutral,neutral,0.0109,neutral,0.5,neutral,0.0,neutral,neutral,positive
12771.0,2022-05-25,They further anticipated that ongoing increases in the target range for the federal funds rate would be warranted to achieve the Committee's objectives.,23,neutral,neutral,neutral,positive,0.8799,positive,0.5788855158293956,positive,0.3182,neutral,neutral,neutral
12772.0,2022-05-25,They also noted that a restrictive stance of policy may well become appropriate depending on the evolving economic outlook and the risks to the outlook.,25,neutral,neutral,neutral,neutral,0.0487,negative,0.4321216689988913,negative,-0.2732,neutral,neutral,positive
12773.0,2022-05-25,Members agreed that the invasion and related events were creating additional upward pressure on inflation and were likely to weigh on economic activity.,23,negative,neutral,negative,negative,-0.904,positive,0.5841905229354074,positive,0.34,neutral,neutral,positive
12774.0,2022-07-06,Participants noted that the imbalance between supply and demand across a wide range of product markets was contributing to upward pressure on inflation.,23,neutral,neutral,negative,negative,-0.914,negative,0.4008559301877525,negative,-0.4019,neutral,neutral,positive
12775.0,2022-07-06,Members agreed that the invasion and related events were creating additional upward pressure on inflation and were weighing on global economic activity.,22,negative,neutral,negative,negative,-0.916,positive,0.5841905229354074,positive,0.34,neutral,neutral,positive
12776.0,2022-08-17,Participants judged that the war and related events were creating additional upward pressure on inflation and were weighing on global economic activity.,22,negative,neutral,negative,negative,-0.912,negative,0.3515119200515958,negative,-0.6124,neutral,neutral,positive
12777.0,2022-08-17,"In addition, although nominal wage growth remained strong according to a wide range of measures, there were some signs of a leveling off or edging down.",26,neutral,No majority found,neutral,negative,-0.941,positive,0.6703127684073539,positive,0.7096,neutral,neutral,positive
12778.0,2022-08-17,"Inflation remains elevated, reflecting supply and demand imbalances related to the pandemic, higher food and energy prices, and broader price pressures.",21,neutral,neutral,negative,negative,-0.787,neutral,0.4617995877634644,negative,-0.1531,neutral,neutral,positive
12779.0,2022-10-12,Participants judged that the war and related events were creating additional upward pressure on inflation and were weighing on global economic activity.,22,negative,neutral,negative,negative,-0.912,negative,0.3515119200515958,negative,-0.6124,neutral,neutral,positive
12780.0,2022-10-12,"Inflation remains elevated, reflecting supply and demand imbalances related to the pandemic, higher food and energy prices, and broader price pressures.",21,neutral,neutral,negative,negative,-0.787,neutral,0.4617995877634644,negative,-0.1531,neutral,neutral,positive
12781.0,2022-11-23,"Inflation remains elevated, reflecting supply and demand imbalances related to the pandemic, higher food and energy prices, and broader price pressures.",21,neutral,neutral,negative,negative,-0.787,neutral,0.4617995877634644,negative,-0.1531,neutral,neutral,positive
12782.0,2023-01-04,They would be prepared to adjust the stance of monetary policy as appropriate if risks emerge that could impede the attainment of the Committee's goals.,25,neutral,neutral,neutral,neutral,-0.174,negative,0.4321216689988913,negative,-0.2732,neutral,neutral,positive
12783.0,2023-01-04,"Inflation remains elevated, reflecting supply and demand imbalances related to the pandemic, higher food and energy prices, and broader price pressures.",21,negative,neutral,negative,negative,-0.787,neutral,0.4617995877634644,negative,-0.1531,neutral,neutral,positive
12784.0,2023-02-22,"Delinquencies for Federal Housing Administration mortgages increased slightly, but overall mortgage delinquency rates were still near pre-pandemic lows.",18,No majority found,neutral,neutral,positive,0.7845,neutral,0.5128971385098865,positive,0.0516,neutral,neutral,neutral
12785.0,2023-02-22,"While real GDP growth had rebounded in the second half of 2022, several participants noted that growth in PDFP had nearly stalled in the fourth quarter.",26,neutral,neutral,neutral,negative,-0.93,positive,0.6287131110409269,positive,0.5267,positive,neutral,neutral
12786.0,2023-02-22,They would be prepared to adjust the stance of monetary policy as appropriate if risks emerge that could impede the attainment of the Committee's goals.,25,neutral,neutral,neutral,neutral,-0.174,negative,0.4321216689988913,negative,-0.2732,neutral,neutral,positive
12787.0,2006-02-21,"Business investment in real nonfarm inventories increased moderately in the fourth quarter, boosted by a rapid accumulation of motor vehicle inventories.",21,positive,neutral,neutral,positive,0.9369,positive,0.6484880799484042,positive,0.6124,positive,neutral,neutral
12788.0,2006-02-21,"At its December meeting, the Federal Open Market Committee decided to increase the target level of the federal funds rate 25 basis points, to 4 percent.",26,neutral,neutral,neutral,positive,0.5506,positive,0.5788855158293956,positive,0.3182,neutral,neutral,positive
12789.0,2006-04-18,"However, members also recognized that in current circumstances, checking upside risks to inflation was important to sustaining good economic performance.",20,neutral,neutral,negative,positive,0.5609,positive,0.594307167585335,positive,0.3818,neutral,neutral,positive
12790.0,2006-05-31,"Also by unanimous vote, the Committee established a FOIA Requester Service Center and designated Carol R. Low to fulfill the associated responsibilities.",22,neutral,neutral,neutral,neutral,0.1493,positive,0.5504032199355139,positive,0.2023,neutral,neutral,positive
12791.0,2006-05-31,"Sales of new homes also moved up in March, but their average in the first quarter was down substantially from the peak in the third quarter of last year.",29,positive,neutral,neutral,negative,-0.962,neutral,0.5,neutral,0.0,negative,neutral,neutral
12792.0,2006-10-11,"Also, the considerably lower level of energy prices of recent weeks, if sustained, would help reduce overall inflation and damp increases in core prices.",24,neutral,neutral,positive,positive,0.4178,positive,0.6476213770477176,positive,0.6086,neutral,neutral,positive
12793.0,2006-11-15,Participants continued to expect the economy to expand at a rate close to or a little below the economy's long-run sustainable pace over coming quarters.,25,positive,neutral,neutral,positive,0.9108,positive,0.5788855158293956,positive,0.3182,neutral,neutral,neutral
12794.0,2007-10-09,"The access of investment-grade corporate borrowers to credit so far remained unimpeded, and rates on investment-grade bonds had declined in recent weeks.",22,positive,neutral,neutral,negative,-0.954,positive,0.594307167585335,positive,0.3818,neutral,neutral,neutral
12795.0,2007-11-20,"Two-year Treasury yields declined roughly in line with the lower expected policy path, while yields on ten-year Treasuries were little changed, on net.  ",23,neutral,neutral,neutral,negative,-0.962,neutral,0.5319563807976407,positive,0.128,neutral,neutral,positive
12796.0,2008-02-20,"New home sales dropped in November and December after having held relatively steady since August, keeping inventories of unsold homes at elevated levels.",23,negative,neutral,neutral,negative,-0.967,negative,0.4321216689988913,negative,-0.2732,neutral,neutral,neutral
12797.0,2008-02-20,"On balance, expectations seemed to remain fairly well anchored, but participants agreed that continued stability of inflation expectations was essential.",20,neutral,neutral,neutral,positive,0.8499,positive,0.5893308891504367,positive,0.3612,neutral,neutral,neutral
12798.0,2008-04-08,"Although employment by firms in the nonbusiness services sector and in state and local governments continued to rise, declines elsewhere were widespread.",22,neutral,neutral,neutral,negative,-0.93,neutral,0.5,neutral,0.0,neutral,neutral,neutral
12799.0,2008-05-21,"Recent readings on core inflation had improved somewhat, although participants noted that some of that improvement probably reflected transitory factors.",20,neutral,neutral,positive,positive,0.5893,positive,0.6647423096004416,positive,0.6845,neutral,neutral,positive
12800.0,2008-07-16,"Real spending on nonresidential construction continued to rise in the first quarter, but at a substantially slower rate than over the previous two years.",24,neutral,neutral,neutral,positive,0.6576,neutral,0.5,neutral,0.0,neutral,neutral,neutral
12801.0,2008-08-26,"Core consumer price inflation remained relatively stable, while headline inflation was elevated as a result of large increases in food and energy prices.",23,neutral,neutral,negative,positive,0.851,positive,0.6639172257204139,positive,0.6808,neutral,neutral,positive
12802.0,2008-10-07,"The U.S. international trade deficit widened in July, as a surge in the value of imports of goods and services more than offset strong growth in exports.",27,positive,neutral,neutral,positive,0.8964,positive,0.693726649365532,positive,0.8176,neutral,neutral,positive
12803.0,2008-11-19,The payment of interest on excess reserve balances was intended to assist in maintaining the federal funds rate close to the target set by the Committee.,26,neutral,neutral,neutral,neutral,0.1191,positive,0.6127294642065295,positive,0.4588,neutral,neutral,neutral
12804.0,2009-01-06,"In the euro area and the United Kingdom, purchasing managers indexes fell in November to levels associated with severe contractions in economic activity.",23,negative,neutral,neutral,negative,-0.969,neutral,0.5128971385098865,positive,0.0516,negative,neutral,neutral
12805.0,2009-02-18,"Industrial production, trade, and measures of consumer sentiment registered declines across many other countries in both emerging Asia and Latin America.",21,negative,neutral,neutral,negative,-0.967,neutral,0.5,neutral,0.0,negative,neutral,neutral
12806.0,2009-02-18,"Over the intermeeting period, investors marked down their expectations for the path of the federal funds rate, as measured by money market futures rates.",24,neutral,neutral,neutral,negative,-0.728,neutral,0.5,neutral,0.0,neutral,neutral,neutral
12807.0,2009-07-15,"Consumer price inflation was fairly quiescent in recent months, although the upturn in energy prices appeared likely to boost headline inflation in June.",23,neutral,neutral,neutral,positive,0.5116,positive,0.642423863346449,positive,0.5859,neutral,neutral,positive
12808.0,2009-09-02,Businesses are still cutting back on fixed investment and staffing but are making progress in bringing inventory stocks into better alignment with sales.,23,negative,negative,neutral,negative,-0.679,neutral,0.5443580731214791,positive,0.1779,neutral,neutral,neutral
12809.0,2009-11-24,"Household spending appears to be expanding but remains constrained by ongoing job losses, sluggish income growth, lower housing wealth, and tight credit.",22,positive,negative,neutral,negative,-0.929,positive,0.635850737283906,positive,0.5574,negative,neutral,neutral
12810.0,2010-02-17,"The labor force participation rate, however, had declined steeply since the spring, likely reflecting, at least in part, adverse labor market conditions.",22,neutral,negative,neutral,negative,-0.948,negative,0.4106691108495632,negative,-0.3612,negative,neutral,neutral
12811.0,2010-05-19,Some participants saw advantages to varying the FOMC's holdings of longer-term assets system-atically in response to economic and financial developments.,20,neutral,neutral,neutral,positive,0.5955,positive,0.6323472939616752,positive,0.5423,neutral,neutral,neutral
12812.0,2010-05-19,"Increased exports of industrial supplies, capital goods, and automotive products were partly offset by declines in agricultural goods and consumer goods.",21,positive,neutral,neutral,positive,0.7548,positive,0.7057850278370112,positive,0.875,neutral,neutral,neutral
12813.0,2010-10-12,The Manager also discussed plans to publish a new set of criteria that would allow a broader set of money market funds to become eligible counterparties.,26,neutral,neutral,neutral,neutral,0.1373,positive,0.5563347883095608,positive,0.2263,neutral,neutral,neutral
12814.0,2011-02-16,"Reports on planned capital expenditures by small businesses showed some signs of improvement in recent months, although they remained relatively subdued.",21,No majority found,neutral,neutral,positive,0.8798,positive,0.6127294642065295,positive,0.4588,positive,neutral,neutral
12815.0,2011-02-16,"On the upside, the recent strength in household spending raised the possibility that domestic final demand could snap back more rapidly than anticipated.",23,positive,neutral,neutral,negative,-0.844,positive,0.5991440698122475,positive,0.4019,positive,neutral,neutral
12816.0,2011-04-05,"In the euro area, monthly indicators of activity, such as retail sales and purchasing managers indexes, were generally positivee in January and February.",23,positive,neutral,neutral,positive,0.4208,neutral,0.5,neutral,0.0,positive,neutral,neutral
12817.0,2011-04-05,"In contrast to headline inflation, core inflation and other measures of underlying inflation remained subdued, though they appeared to have bottomed out.",22,neutral,neutral,negative,negative,-0.597,neutral,0.5,neutral,0.0,neutral,neutral,neutral
12818.0,2011-04-05,"Similarly, measures of underlying inflation continued to be somewhat low relative to levels seen as consistent with the dual mandate over the longer run.",24,neutral,neutral,negative,positive,0.4482,negative,0.4491761350327461,negative,-0.204,neutral,neutral,positive
12819.0,2011-07-12,The Committee will monitor the economic outlook and financial developments and will act as needed to best foster maximum employment and price stability.,23,neutral,neutral,neutral,neutral,0.1464,positive,0.6083543386109735,positive,0.4404,neutral,neutral,positive
12820.0,2011-08-30,"Motor vehicle purchases declined during the spring when the availability of some models was limited, but rebounded somewhat in July as supplies improved.",23,negative,neutral,neutral,negative,-0.91,positive,0.5960901007584811,positive,0.3892,neutral,neutral,neutral
12821.0,2011-10-12,"However, some strains emerged late in the intermeeting period in the market for repurchase agreements backed by lower-quality, nontraditional collateral.",20,negative,neutral,neutral,negative,-0.858,positive,0.5563347883095608,positive,0.2263,neutral,neutral,neutral
12822.0,2012-02-15,The revisions reflected discussion of an earlier draft during the Committee's December meeting as well as comments received over the intermeeting period.,22,neutral,neutral,neutral,neutral,0.0094,neutral,0.5,neutral,0.0,neutral,neutral,positive
12823.0,2012-04-03,Recent indicators suggested some improvement in foreign economic activity early this year after a significant slowing in the fourth quarter of last year.,23,positive,neutral,neutral,positive,0.8923,positive,0.642423863346449,positive,0.5859,positive,neutral,neutral
12824.0,2012-07-11,Several members noted that the downward pressure on longer-term rates from continuing the Committee's maturity extension program was likely to be modest.,22,neutral,neutral,neutral,negative,-0.842,negative,0.4265356063867507,negative,-0.296,neutral,neutral,neutral
12825.0,2012-10-04,"Manufacturing production increased at a faster pace in July than in the second quarter, and the rate of manufacturing capacity utilization rose slightly.",23,positive,neutral,neutral,positive,0.9251,positive,0.5788855158293956,positive,0.3182,positive,neutral,neutral
12826.0,2012-11-14,"Across export categories, exports of industrial supplies posted a particularly large decline, as the volume of petroleum product exports dropped sharply.",21,negative,neutral,neutral,negative,-0.964,negative,0.4321216689988913,negative,-0.2732,negative,neutral,neutral
12827.0,2012-11-14,"Option-implied volatility for the S&P 500 index fell noticeably following the September FOMC meeting but increased, on net, over the intermeeting period.",22,neutral,neutral,neutral,negative,-0.903,positive,0.5788855158293956,positive,0.3182,neutral,neutral,neutral
12828.0,2012-11-14,"By various estimates, underlying inflation trends remained subdued, and indicators of longer-term inflation expectations were generally viewed as stable.",19,neutral,neutral,positive,negative,-0.264,positive,0.5734643936132494,positive,0.296,neutral,neutral,positive
12829.0,2013-04-10,"The staff saw the uncertainty around its projection for inflation as about average, and it viewed the risks to the inflation outlook as roughly balanced.",25,neutral,neutral,neutral,neutral,0.1299,negative,0.3676527060383248,negative,-0.5423,neutral,neutral,neutral
12830.0,2013-05-22,"After faster gains in January and February, private nonfarm employment increased at a subdued rate in March, and government employment declined slightly.",22,neutral,neutral,neutral,negative,-0.914,positive,0.6661448670999395,positive,0.6908,neutral,neutral,positive
12831.0,2013-05-22,"In the April SLOOS, relatively large net fractions of these banks reported having eased standards and reduced spreads on C&I loans to firms of all sizes.",26,positive,neutral,neutral,negative,-0.897,positive,0.5893308891504367,positive,0.3612,positive,neutral,neutral
12832.0,2013-05-22,"However, the CRE sector showed some signs of recovery, and survey results indicated that the terms of CRE lending were easing and loan demand increasing.",25,positive,neutral,neutral,positive,0.9334,positive,0.624947117938639,positive,0.5106,positive,neutral,neutral
12833.0,2013-07-10,Participants noted that consumer spending continued to increase at a moderate rate in recent months despite tax increases and only modest gains in wages.,24,positive,neutral,neutral,positive,0.9324,positive,0.6879601476961928,positive,0.7906,neutral,neutral,positive
12834.0,2013-11-20,Drawings on the dollar and foreign currency liquidity swap lines will be approved by the Chairman in consultation with the Foreign Currency Subcommittee.,23,neutral,neutral,neutral,neutral,0.0675,neutral,0.5,neutral,0.0,neutral,neutral,positive
12835.0,2013-11-20,"In the agricultural sector, crop yields were healthy, farmland values were up, and lower crop prices were increasing the affordability of livestock feed.",23,positive,neutral,neutral,positive,0.894,positive,0.6566949065607283,positive,0.6486,positive,neutral,neutral
12836.0,2013-11-20,"Uncertainty about future fiscal policy and the regulatory environment, including changes in health care, were mentioned as weighing on business planning.",21,negative,neutral,neutral,negative,-0.918,positive,0.5504032199355139,positive,0.2023,neutral,neutral,neutral
12837.0,2014-01-08,"Measures of firms' hiring plans remained higher than a year earlier, and household expectations of the labor market situation improved in early December.",23,neutral,positive,neutral,positive,0.8394,positive,0.6083543386109735,positive,0.4404,positive,neutral,neutral
12838.0,2014-04-09,Another participant favored introducing new quantitative thresholds of 5-1/2 percent for the unemployment rate and 2-1/4 percent for projected inflation.,20,neutral,neutral,neutral,neutral,0.176,neutral,0.4871028614901135,negative,-0.0516,neutral,neutral,positive
12839.0,2014-07-09,"However, the medium-term projection for inflation was revised down slightly, reflecting a reassessment by the staff of the underlying trend in inflation.",22,neutral,neutral,positive,negative,-0.946,neutral,0.5,neutral,0.0,neutral,neutral,positive
12840.0,2014-07-09,"Several others, however, remained concerned that persistent low inflation in Europe and Japan could eventually erode inflation expectations more broadly.",20,neutral,neutral,negative,negative,-0.935,negative,0.4321216689988913,negative,-0.2732,neutral,neutral,positive
12841.0,2014-07-09,"Even so, several participants pointed out that both long- and short-term unemployment and measures that include marginally attached workers had declined.",21,neutral,positive,neutral,negative,-0.885,negative,0.3916456613890264,negative,-0.4404,neutral,neutral,neutral
12842.0,2014-08-20,"The unemployment rate declined to 6.1 percent in June, the labor force participation rate was unchanged, and the employment-to-population ratio edged up.",22,neutral,positive,neutral,negative,-0.681,negative,0.3916456613890264,negative,-0.4404,neutral,neutral,positive
12843.0,2014-08-20,"Household spending appeared to be rising moderately, and business fixed investment was advancing, while the recovery in the housing sector remained slow.",22,positive,neutral,neutral,positive,0.6373,neutral,0.5,neutral,0.0,positive,neutral,neutral
12844.0,2014-10-08,Several participants added that slower economic growth in China or Japan or unanticipated events in the Middle East or Ukraine might pose a similar risk.,25,negative,neutral,neutral,negative,-0.929,neutral,0.5319563807976407,positive,0.128,neutral,neutral,neutral
12845.0,2014-10-08,"Household spending appeared to be rising moderately, and business fixed investment was advancing, while the recovery in the housing sector remained slow.",22,positive,neutral,neutral,positive,0.6373,neutral,0.5,neutral,0.0,positive,neutral,neutral
12846.0,2014-11-19,"It would also note that, if progress proves slower than expected, then increases in the target range would likely occur later than currently anticipated.",24,neutral,neutral,neutral,negative,-0.378,positive,0.6513321551518594,positive,0.6249,neutral,neutral,positive
12847.0,2014-11-19,Market-based measures of inflation compensation have declined somewhat; survey-based measures of longer-term inflation expectations have remained stable.,17,neutral,neutral,positive,negative,-0.945,positive,0.5734643936132494,positive,0.296,neutral,neutral,neutral
12848.0,2015-02-18,"The deputy manager also discussed the outcomes of recent tests of term and overnight reverse repurchase agreements (term RRPs and ON RRPs, respectively).",23,neutral,neutral,neutral,neutral,0.0713,positive,0.6639172257204139,positive,0.6808,neutral,neutral,positive
12849.0,2015-02-18,"In addition, valuation pressures appear to be building in the CRE sector, as indicated by rising prices and the easing in lending standards on CRE loans.",26,positive,neutral,neutral,negative,-0.84,neutral,0.4871028614901135,negative,-0.0516,negative,neutral,neutral
12850.0,2015-07-08,"However, several participants pointed out that the 3-month change in that index had firmed recently, signaling some improvement in the inflation outlook.",22,neutral,neutral,positive,positive,0.9253,positive,0.6127294642065295,positive,0.4588,neutral,neutral,positive
12851.0,2015-07-08,"Although they expressed some uncertainty about the extent of the likely near-term pickup, members expected moderate economic growth over the medium term.",22,positive,neutral,neutral,positive,0.9172,neutral,0.5128971385098865,positive,0.0516,positive,neutral,neutral
12852.0,2015-08-19,The deputy manager also updated the Committee on plans for tests of the Term Deposit Facility in August and of term RRPs at the end of the third quarter.,29,neutral,neutral,neutral,neutral,0.052,neutral,0.5,neutral,0.0,neutral,neutral,neutral
12853.0,2015-08-19,"However, a couple of participants noted that they did not expect this sector to be a major contributor to economic growth over the remainder of the year.",27,neutral,neutral,neutral,neutral,0.2233,positive,0.594307167585335,positive,0.3818,neutral,neutral,positive
12854.0,2015-08-19,"Moreover, some members continued to see downside risks to inflation from the possibility of further dollar appreciation and declines in commodity prices.",22,neutral,neutral,No majority found,negative,-0.935,neutral,0.5128971385098865,positive,0.0516,neutral,neutral,positive
12855.0,2016-01-06,"Nominal shipments of nondefense capital goods excluding aircraft edged down in October, although new orders for these capital goods continued to move up.",23,neutral,neutral,neutral,negative,-0.931,positive,0.6455190236879995,positive,0.5994,neutral,neutral,positive
12856.0,2016-01-06,"Recent indicators for economic activity in China were relatively favorable, and several other emerging Asian economies strengthened in the third quarter.",21,positive,neutral,neutral,positive,0.9343,positive,0.6591929943933286,positive,0.6597,positive,neutral,neutral
12857.0,2016-02-17,A staff presentation at this meeting reviewed broad strategies for reintroducing an aggregate cap on ON RRP operations and managing the cap subsequently.,23,neutral,neutral,neutral,neutral,0.1651,neutral,0.5,neutral,0.0,neutral,neutral,positive
12858.0,2016-02-17,"Many viewed labor market underutilization as having been substantially reduced over the past year, and a few saw slack as having been largely eliminated.",24,neutral,positive,neutral,negative,-0.835,neutral,0.5,neutral,0.0,neutral,neutral,positive
12859.0,2016-04-06,"Both readings on core inflation were boosted, in part, by movements in prices for some categories of goods and services whose prices tend to be volatile.",26,neutral,neutral,negative,positive,0.8517,positive,0.6639172257204139,positive,0.6808,neutral,neutral,positive
12860.0,2016-05-18,"They saw a risk that a more persistent slowdown in economic growth might be under way, which could hinder further improvement in labor market conditions.",25,negative,negative,neutral,negative,-0.953,positive,0.6323472939616752,positive,0.5423,negative,neutral,neutral
12861.0,2016-05-18,"In addition, the recent depreciation of the dollar and indications of a rebound of economic growth in China appeared to reduce pressures on the renminbi.",25,positive,neutral,negative,positive,0.9064,neutral,0.5256524569705925,positive,0.1027,positive,neutral,neutral
12862.0,2016-08-17,"However, recent readings from national and regional surveys of business conditions suggested some pickup in business equipment spending in the near term.",22,positive,neutral,neutral,positive,0.4846,neutral,0.5,neutral,0.0,positive,neutral,neutral
12863.0,2016-10-12,"Participants' reports on the manufacturing sector indicated varying conditions across Districts, but, on the whole, manufacturing activity remained flat.",19,neutral,neutral,neutral,negative,-0.881,neutral,0.5,neutral,0.0,neutral,neutral,neutral
12864.0,2017-01-04,"Total nonfarm payroll employment increased at a solid pace in October and November, and the unemployment rate declined, reaching 4.6 percent in November.",23,neutral,positive,neutral,negative,-0.868,neutral,0.5064496422423137,neutral,0.0258,positive,neutral,neutral
12865.0,2017-01-04,"Both manufacturing production and mining output increased, but the output of utilities declined markedly because of unseasonably warm weather in October.",21,positive,neutral,neutral,negative,-0.952,positive,0.6210247413644827,positive,0.4939,positive,neutral,neutral
12866.0,2017-01-04,"Currency weakness prompted some EME central banks, such as the Bank of Mexico and the Central Bank of the Republic of Turkey, to tighten monetary policy.",26,neutral,neutral,neutral,negative,-0.83,negative,0.396157869084334,negative,-0.4215,neutral,neutral,neutral
12867.0,2017-01-04,"Regarding the household sector, the available information indicated that consumer spending had been rising at a moderate rate, on balance, since midyear.",22,positive,neutral,neutral,positive,0.9146,neutral,0.5,neutral,0.0,neutral,neutral,positive
12868.0,2017-04-05,"However, the volumes of CMBS issuance and of deals in the pipeline were lower in the first two months of the year than in each of the previous two years.",30,negative,neutral,neutral,negative,-0.893,negative,0.4321216689988913,negative,-0.2732,negative,neutral,neutral
12869.0,2017-04-05,"In view of the substantial uncertainty, about half of the participants did not incorporate explicit assumptions about fiscal policy in their projections.",22,negative,neutral,neutral,neutral,-0.049,neutral,0.4617995877634644,negative,-0.1531,neutral,neutral,positive
12870.0,2017-05-24,Market-based measures of inflation compensation remained low; survey-based measures of longer-term inflation expectations were little changed on balance.,18,neutral,neutral,positive,negative,-0.783,negative,0.4321216689988913,negative,-0.2732,neutral,neutral,neutral
12871.0,2017-07-05,Market-based measures of inflation compensation remained low; survey-based measures of longer-term inflation expectations were little changed on balance.,18,neutral,neutral,positive,negative,-0.783,negative,0.4321216689988913,negative,-0.2732,neutral,neutral,neutral
12872.0,2017-08-16,"Gross issuance of corporate bonds stepped down in June from a strong pace in May, while issuance of institutional leveraged loans continued to be robust.",25,positive,neutral,neutral,negative,-0.959,positive,0.594307167585335,positive,0.3818,neutral,neutral,neutral
12873.0,2017-08-16,Market-based measures of inflation compensation remained low; survey-based measures of longer-term inflation expectations were little changed on balance.,18,neutral,neutral,positive,negative,-0.783,negative,0.4321216689988913,negative,-0.2732,neutral,neutral,neutral
12874.0,2017-08-16,Market-based measures of inflation compensation remained low; survey-based measures of longer-term inflation expectations were little changed on balance.,18,neutral,neutral,positive,negative,-0.783,negative,0.4321216689988913,negative,-0.2732,neutral,neutral,neutral
12875.0,2017-10-11,"Despite generally better-than-expected earnings releases, AFE equity prices were mixed over the period, with bank stocks underperforming broader indexes.",19,positive,neutral,neutral,negative,-0.914,neutral,0.5,neutral,0.0,neutral,neutral,positive
12876.0,2017-10-11,"Issuance of asset-backed securities remained robust over the year to date and outpaced that of the previous year, providing support for consumer lending.",23,positive,neutral,neutral,positive,0.9375,positive,0.6985073366421095,positive,0.8402,positive,neutral,neutral
12877.0,2017-10-11,"However, standards and terms on auto and credit card loans were tighter for subprime borrowers, likely in response to rising delinquencies on such loans.",24,negative,neutral,neutral,negative,-0.288,positive,0.594307167585335,positive,0.3818,neutral,neutral,positive
12878.0,2017-10-11,Market-based measures of inflation compensation remained low; survey-based measures of longer-term inflation expectations were little changed on balance.,18,neutral,neutral,positive,negative,-0.783,negative,0.4321216689988913,negative,-0.2732,neutral,neutral,neutral
12879.0,2017-10-11,"Consequently, participants generally expected that any reaction in financial markets to the start of balance sheet normalization would likely be limited.",21,neutral,neutral,neutral,negative,-0.534,neutral,0.5,neutral,0.0,neutral,neutral,positive
12880.0,2017-10-11,Market-based measures of inflation compensation remained low; survey-based measures of longer-term inflation expectations were little changed on balance.,18,neutral,neutral,positive,negative,-0.783,negative,0.4321216689988913,negative,-0.2732,neutral,neutral,neutral
12881.0,2018-02-21,"In that regard, a number of participants noted the importance of continuing to emphasize that the Committee's 2 percent inflation objective is symmetric.",23,neutral,neutral,neutral,positive,0.4902,positive,0.6038421309156661,positive,0.4215,neutral,neutral,positive
12882.0,2018-04-11,Inflation on a 12-month basis was expected to move up in coming months and to stabilize around the Committee's 2 percent objective over the medium term.혻,26,neutral,neutral,positive,positive,0.9321,neutral,0.5,neutral,0.0,neutral,neutral,positive
